"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-29","ME",52,,1,,166,166,32,3,,17,,0,,,,,7,1056,1056,16,0,,,,,1323,615,,0,24851,602,,,,,,0,24851,602
"2020-04-29","MI",4335,4232,88,199,,,2498,0,,997,,0,,,158373,,778,46488,44508,950,0,,,,,51482,8342,,0,209855,10649,,,,,,0,209855,10649
"2020-04-29","MN",319,,18,,950,950,320,38,337,119,69650,6402,,,,,,7468,7468,680,0,,,,,,1724,77118,7082,77118,7082,,,,,,0,,0
"2020-04-29","MO",318,,4,,,,891,0,,,69734,3534,,640,70219,,125,7425,7425,122,0,,,37,,8781,,,0,79128,3979,,,678,,,0,79128,3979
"2020-04-29","MP",2,,0,,,,,0,,,210,159,,,,,,14,14,0,0,,,,,,12,,0,224,159,,,,,,0,,0
"2020-04-29","MS",250,,11,,1126,1126,677,38,,151,59525,1455,,,,,69,6569,,227,0,,,,,,3413,,0,66094,1682,,,,,,0,,0
"2020-04-29","MT",16,,1,,61,61,5,0,,,,0,,,,,,451,,0,0,,,,,,382,,0,13528,337,,,,,,0,13528,337
"2020-04-29","NC",354,,12,,,,551,0,,,,0,,,,,,9948,9948,380,0,,,,,,,,0,134080,3751,,,,,,0,134080,3751
"2020-04-29","ND",19,,0,,82,82,28,3,,,24503,1771,,,,,,1033,1033,42,0,,,,,,437,26973,2044,26973,2044,,,,,24522,1754,27388,2072
"2020-04-29","NE",55,,0,,,,,0,,,20257,10,,,22301,,,3374,,16,0,,,,,3704,,,0,26169,18,,,,,23798,26,26169,18
"2020-04-29","NH",66,,6,,259,259,107,10,,,19867,1131,,,,,,2054,,44,0,,,,,,980,,0,23863,1605,589,,,,,0,23863,1605
"2020-04-29","NJ",8184,6770,349,1414,,,6289,0,,1811,125054,4551,,,,,1327,116264,116264,2408,0,,,,,,,,0,241318,6959,,,,,241318,6959,,0
"2020-04-29","NM",112,,2,,536,536,163,27,,,,0,,,,,,3213,,239,0,,,,,,734,,0,65085,3340,,,,,,0,65085,3340
"2020-04-29","NV",257,,6,,,,,0,,,36130,816,,,,,,4898,4898,93,0,,,,,,,47354,1265,47354,1265,,,,,,0,50526,1051
"2020-04-29","NY",18015,,377,,,,12159,0,,3923,,0,,,,,,299691,,4585,0,,,,,,,872481,27487,872481,27487,,,,,,0,,0
"2020-04-29","OH",937,856,138,81,3421,3421,,81,1014,,,0,,,,,,17303,16601,534,0,,,,,18400,,,0,132493,5097,,,,,,0,132493,5097
"2020-04-29","OK",214,,7,,693,693,283,37,,126,57794,1505,,,57794,,,3473,3473,63,0,,,,,3717,2319,,0,61267,1568,,,,,,0,61619,61619
"2020-04-29","OR",99,,7,,554,554,249,0,,71,49857,1013,,,57707,,31,2385,,31,0,,,,,6711,,,0,64418,2629,,,,,,0,64418,2629
"2020-04-29","PA",2195,,479,,,,2781,0,,,170517,4693,,,,,602,44366,,1102,0,,,,,,,229202,6336,229202,6336,,,,,214883,5795,,0
"2020-04-29","PR",86,51,0,,,,125,0,,,9313,0,,,,,,904,904,6,0,529,,,,,,,0,10217,6,,,,,,0,,0
"2020-04-29","RI",251,,12,,750,750,269,18,,80,48143,2454,,,56919,,55,8668,,372,0,,,,,9604,,62531,2673,62531,2673,,,,,56811,2826,66523,3827
"2020-04-29","SC",203,,26,,1000,1000,,56,,,48336,1804,,,,,,5881,5881,268,0,,,,,,3252,,0,54217,2072,,,,,,0,54217,1102
"2020-04-29","SD",13,,2,,165,165,69,8,,,14460,161,,,,,,2373,,60,0,,,,,3195,1492,,0,17421,299,,,,,16833,221,17421,299
"2020-04-29","TN",195,,7,,1013,1013,614,119,,,,0,,,158183,,,10366,10366,314,0,,,,,10366,5140,,0,168549,6621,,,,,,0,168549,6621
"2020-04-29","TX",732,,42,,,,1702,0,,704,,0,,,,,,27054,27054,883,0,,,,,36080,12507,,0,367121,17392,,,,,,0,367121,17392
"2020-04-29","UT",45,,0,,383,383,,13,,,105250,4040,,,110215,,,4495,,152,0,,,,,4975,1790,,0,115190,4750,,,,,109853,4213,115190,4750
"2020-04-29","VA",522,513,30,9,2165,2165,1566,99,,387,,0,,,,,222,14961,14328,622,0,187,10,,,19344,,106271,4089,106271,4089,3302,28,,,,0,,0
"2020-04-29","VI",4,,0,,,,,0,,,732,13,,,,,,62,,3,0,,,,,,51,,0,794,16,,,,,,0,,0
"2020-04-29","VT",47,,0,,,,26,0,,,12375,114,,,,,,862,862,0,0,,,,,,,,0,16595,165,,,,,13237,114,16595,165
"2020-04-29","WA",786,,21,,,,490,0,,156,,0,,,,,,14795,14795,370,0,,,,,,,214078,5696,214078,5696,,,,,200153,4923,,0
"2020-04-29","WI",308,,8,,1489,1489,350,33,363,121,66630,3095,,,,,,7660,6520,269,0,,,,,,,80656,3676,80656,3676,,,,,,0,,0
"2020-04-29","WV",38,,1,,,,102,0,,40,,0,,,,,21,1095,1095,16,0,,,,,,504,,0,41287,1832,,,,,,0,41287,1832
"2020-04-29","WY",7,,0,,56,56,12,0,,,8681,455,,,10766,,,544,404,8,0,,,,,460,362,,0,11226,444,,,,,,0,11226,444
"2020-04-28","AK",9,,0,,38,38,16,1,,,,0,,,,,,351,,6,0,,,,,,228,,0,17089,833,,,,,,0,17089,833
"2020-04-28","AL",242,,20,,911,911,530,39,335,,69140,1642,,,,195,,6687,6687,188,0,,,,,,,,0,75827,1830,,,,,75827,1830,,0
"2020-04-28","AR",52,,2,,291,291,104,0,,,37560,120,,,,57,20,3111,3111,94,0,,,,,,1146,,0,40671,214,,,,,,0,40671,214
"2020-04-28","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-28","AZ",293,,18,,1824,1824,737,52,,303,60490,663,,,,,193,6948,,232,0,,,,,,,,0,85487,3535,411,,,,67438,895,85487,3535
"2020-04-28","CA",1809,,54,,,,4983,0,,1485,,0,,,,,,45031,45031,1567,0,,,,,,,,0,577608,24199,,,,,,0,577608,24199
"2020-04-28","CO",736,,30,,2571,2571,964,86,,,54714,2252,,,,,,14316,12741,437,0,,,,,,,75105,2702,75105,2702,,,,,67094,753,,0
"2020-04-28","CT",2089,,91,,,,1732,0,,,,0,,,67264,,,26312,,1043,0,,,,,31659,,,0,99181,4402,,,,,,0,99181,4402
"2020-04-28","DC",190,,5,,,,,0,,,,0,,,,,,3994,,102,0,,,,,,660,18885,469,18885,469,,,,,,0,,0
"2020-04-28","DE",192,170,11,22,,,337,0,,,16605,1151,,,,,,4575,,413,0,,,,,5997,1096,29153,730,29153,730,,,,,,0,,0
"2020-04-28","FL",1154,,53,,5266,5266,,55,,,334029,9704,,,,,,31672,,748,0,,,,,,,361556,11763,361556,11763,,,,,,0,,0
"2020-04-28","GA",1026,,55,,4814,4814,,133,1087,,,0,,,,,,24615,,702,0,,,,,20950,,,0,139914,3735,,,,,,0,139914,3735
"2020-04-28","GU",5,,0,,,,3,0,,,1538,114,,,,,,144,140,2,0,,,,,,129,,0,1682,116,,,,,,0,,0
"2020-04-28","HI",16,16,2,,68,68,,0,,,28576,172,,,,,,607,,1,0,,,,,558,493,30007,249,30007,249,,,,,,0,,0
"2020-04-28","IA",136,,9,,,,304,0,,98,33447,1165,,,,,64,6376,6376,508,0,,,,,,2164,,0,39823,1673,,,,,,0,,0
"2020-04-28","ID",58,,2,,172,172,41,3,73,,18135,8,,,,,,1917,1785,20,0,,,,,,1039,,0,20052,28,,,,,20052,28,,0
"2020-04-28","IL",2125,,142,,,,4738,0,,1245,,0,,,,,778,48102,,2219,0,,,,,,,,0,242189,14561,,,,,,0,242189,14561
"2020-04-28","IN",901,,57,,,,1518,0,,546,70593,2078,,,,,275,16588,,627,0,,,,,17109,,,0,115095,5640,,,,,,0,115095,5640
"2020-04-28","KS",124,,4,,504,504,,8,,,24599,760,,,,,,3491,,163,0,,,,,,,,0,28090,923,,,,,,0,,0
"2020-04-28","KY",213,,5,,1281,1281,313,7,612,165,,0,,,,,,4146,4145,72,0,,,,,,1521,,0,48798,324,,,,,,0,48798,324
"2020-04-28","LA",1801,1758,61,43,,,1666,0,,,123822,3901,,,,,244,27286,27286,218,0,,,,,,17303,,0,151108,4119,,,,,,0,,0
"2020-04-28","MA",3153,,150,,5515,5515,3875,278,,1005,196198,7773,,,,,,58302,58302,1840,0,,,,,71775,,,0,321343,15275,,,,,,0,321343,15275
"2020-04-28","MD",1099,1042,54,57,4268,4268,1528,167,,551,87672,2183,,,,,,20113,20113,626,0,,,,,24059,1295,,0,109837,2827,,,,,,0,109837,2827
"2020-04-28","ME",51,,0,,163,163,33,2,,17,,0,,,,,7,1040,1040,17,0,,,,,1283,585,,0,24249,459,,,,,,0,24249,459
"2020-04-28","MI",4247,4136,99,198,,,2623,0,,1027,,0,,,148910,,801,45538,43634,829,0,,,,,50296,8342,,0,199206,9050,,,,,,0,199206,9050
"2020-04-28","MN",301,,15,,912,912,314,51,324,120,63248,2745,,,,,,6788,6788,601,0,,,,,,1611,70036,3346,70036,3346,,,,,,0,,0
"2020-04-28","MO",314,,26,,,,655,0,,,66200,2265,,631,66603,,105,7303,7303,132,0,,,35,,8424,,,0,75149,1136,,,667,,,0,75149,1136
"2020-04-28","MP",2,,0,,,,,0,,,51,0,,,,,,14,14,0,0,,,,,,12,,0,65,0,,,,,,0,,0
"2020-04-28","MS",239,,10,,1088,1088,639,28,,162,58070,702,,,,,77,6342,,248,0,,,,,,,,0,64412,950,,,,,,0,,0
"2020-04-28","MT",15,,1,,61,61,10,0,,,,0,,,,,,451,,2,0,,,,,,356,,0,13191,158,,,,,,0,13191,158
"2020-04-28","NC",342,,36,,,,463,0,,,,0,,,,,,9568,,426,0,,,,,,,,0,130329,2134,,,,,,0,130329,2134
"2020-04-28","ND",19,,0,,79,79,25,2,,,22732,1240,,,,,,991,991,49,0,,,,,,409,24929,1454,24929,1454,,,,,22768,1271,25316,1485
"2020-04-28","NE",55,,-1,,,,,0,,,20247,912,,,22295,,,3358,,330,0,,,,,3692,,,0,26151,1249,,,,,23772,1247,26151,1249
"2020-04-28","NH",60,,0,,249,249,106,3,,,18736,529,,,,,,2010,,72,0,,,,,,936,,0,22258,582,407,,,,,0,22258,582
"2020-04-28","NJ",7835,6442,428,1393,,,6476,0,,1809,120503,3916,,,,,1262,113856,113856,2668,0,,,,,,,,0,234359,6584,,,,,234359,6584,,0
"2020-04-28","NM",110,,6,,509,509,157,28,,,,0,,,,,,2974,,151,0,,,,,,705,,0,61745,2942,,,,,,0,61745,2942
"2020-04-28","NV",251,,6,,,,,0,,,35314,1191,,,,,,4805,4805,115,0,,,,,,,46089,1482,46089,1482,,,,,,0,49475,1654
"2020-04-28","NY",17638,,335,,,,12646,0,,4071,,0,,,,,,295106,,3110,0,,,,,,,844994,18899,844994,18899,,,,,,0,,0
"2020-04-28","OH",799,757,46,42,3340,3340,,108,1004,,,0,,,,,,16769,16128,444,0,,,,,17859,,,0,127396,3519,,,,,,0,127396,3519
"2020-04-28","OK",207,,10,,656,656,288,0,,118,56289,6398,,,,,,3410,3410,130,0,,,,,,2260,,0,59699,6528,,,,,,0,,0
"2020-04-28","OR",92,,1,,554,554,249,8,,71,48844,2191,,,55124,,31,2354,,43,0,,,,,6665,,,0,61789,2987,,,,,,0,61789,2987
"2020-04-28","PA",1716,,119,,,,2781,0,,,165824,4452,,,,,616,43264,,1214,0,,,,,,,222866,6568,222866,6568,,,,,209088,5666,,0
"2020-04-28","PR",86,,2,,,,132,0,,,9313,0,,,,,,898,898,3,0,502,,,,,,,0,10211,3,,,,,,0,,0
"2020-04-28","RI",239,,6,,732,732,266,14,,84,45689,1774,,,53568,,55,8296,,324,0,,,,,9128,,59858,1869,59858,1869,,,,,53985,2098,62696,2679
"2020-04-28","SC",177,,3,,944,944,,0,,,46532,1261,,,,,,5613,5613,123,0,,,,,,2830,,0,52145,1384,,,,,,0,53115,970
"2020-04-28","SD",11,,0,,157,157,69,7,,,14299,169,,,,,,2313,,68,0,,,,,3134,1392,,0,17122,248,,,,,16612,237,17122,248
"2020-04-28","TN",188,,4,,894,894,611,57,,,,0,,,151876,,,10052,,134,0,,,,,10052,4921,,0,161928,7526,,,,,,0,161928,7526
"2020-04-28","TX",690,,27,,,,1682,0,,718,,0,,,,,,26171,26171,874,0,,,,,34662,11786,,0,349729,17581,,,,,,0,349729,17581
"2020-04-28","UT",45,,4,,370,370,,21,,,101210,3300,,,105647,,,4343,,110,0,,,,,4793,1704,,0,110440,3703,,,,,105640,3430,110440,3703
"2020-04-28","VA",492,487,34,5,2066,2066,1508,52,,376,,0,,,,,217,14339,13794,804,0,152,9,,,18567,,102182,3254,102182,3254,2539,27,,,,0,,0
"2020-04-28","VI",4,,0,,,,,0,,,719,3,,,,,,59,,0,0,,,,,,51,,0,778,3,,,,,,0,,0
"2020-04-28","VT",47,,0,,,,29,0,,,12261,115,,,,,,862,862,7,0,,,,,,,,0,16430,293,,,,,13123,122,16430,293
"2020-04-28","WA",765,,16,,,,436,0,,158,,0,,,,,,14425,14425,114,0,,,,,,,208382,5968,208382,5968,,,,,195230,5347,,0
"2020-04-28","WI",300,,19,,1456,1456,351,41,363,123,63535,2224,,,,,,7391,6289,230,0,,,,,,,76980,3105,76980,3105,,,,,,0,,0
"2020-04-28","WV",37,,1,,,,87,0,,28,,0,,,,,15,1079,1079,16,0,,,,,,481,,0,39455,818,,,,,,0,39455,818
"2020-04-28","WY",7,,0,,56,56,16,2,,,8226,429,,,10329,,,536,396,16,0,,,,,453,343,,0,10782,671,,,,,,0,10782,671
"2020-04-27","AK",9,,0,,37,37,10,0,,,,0,,,,,,345,,4,0,,,,,,218,,0,16256,79,,,,,,0,16256,79
"2020-04-27","AL",222,,6,,872,872,426,27,335,,67498,217,,,,195,,6499,6499,229,0,,,,,,,,0,73997,446,,,,,73997,446,,0
"2020-04-27","AR",50,,1,,291,291,109,0,,,37440,912,,,,57,25,3017,3017,76,0,,,,,,987,,0,40457,988,,,,,,0,40457,988
"2020-04-27","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-27","AZ",275,,0,,1772,1772,647,56,,328,59827,1542,,,,,200,6716,,190,0,,,,,,,,0,81952,892,404,,,,66543,1732,81952,892
"2020-04-27","CA",1755,,45,,,,4878,0,,1499,,0,,,,,,43464,43464,1300,0,,,,,,,,0,553409,27325,,,,,,0,553409,27325
"2020-04-27","CO",706,,26,,2485,2485,994,47,,,52462,2629,,,,,,13879,12374,438,0,,,,,,,72403,2659,72403,2659,,,,,66341,3067,,0
"2020-04-27","CT",1998,,74,,,,1758,0,,,,0,,,63926,,,25269,,0,0,,,,,30635,,,0,94779,1890,,,,,,0,94779,1890
"2020-04-27","DC",185,,7,,,,402,0,,,,0,,,,,,3892,,51,0,,,,,,659,18416,348,18416,348,,,,,,0,,0
"2020-04-27","DE",181,159,13,22,,,325,0,,,15454,239,,,,,,4162,,128,0,,,,,5780,996,28423,1048,28423,1048,,,,,,0,,0
"2020-04-27","FL",1101,,7,,5211,5211,,56,,,324325,11240,,,,,,30924,,519,0,,,,,,,349793,8877,349793,8877,,,,,,0,,0
"2020-04-27","GA",971,,59,,4681,4681,,322,1057,,,0,,,,,,23913,,512,0,,,,,20557,,,0,136179,11750,,,,,,0,136179,11750
"2020-04-27","GU",5,,0,,,,3,0,,,1424,37,,,,,,142,138,1,0,,,,,,128,,0,1566,38,,,,,,0,,0
"2020-04-27","HI",14,14,0,,68,68,,0,,,28404,524,,,,,,606,,3,0,,,,,557,488,29758,576,29758,576,,,,,,0,,0
"2020-04-27","IA",127,,9,,,,300,0,,100,32282,1668,,,,,58,5868,5868,392,0,,,,,,2021,,0,38150,2060,,,,,,0,,0
"2020-04-27","ID",56,,0,,169,169,36,0,71,,18127,516,,,,,,1897,1768,10,0,,,,,,983,,0,20024,526,,,,,20024,526,,0
"2020-04-27","IL",1983,,50,,,,4672,0,,1249,,0,,,,,763,45883,,1980,0,,,,,,,,0,227628,12676,,,,,,0,227628,12676
"2020-04-27","IN",844,,31,,,,1493,0,,581,68515,1819,,,,,284,15961,,949,0,,,,,16407,,,0,109455,2287,,,,,,0,109455,2287
"2020-04-27","KS",120,,2,,496,496,,11,,,23839,786,,,,,,3328,,154,0,,,,,,,,0,27167,940,,,,,,0,,0
"2020-04-27","KY",208,,3,,1274,1274,308,8,608,166,,0,,,,,,4074,,169,0,,,,,,1511,,0,48474,1916,,,,,,0,48474,1916
"2020-04-27","LA",1740,1697,11,43,,,1683,0,,,119921,3658,,,,,262,27068,27068,295,0,,,,,,17303,,0,146989,3953,,,,,,0,,0
"2020-04-27","MA",3003,,104,,5237,5237,3892,133,,1089,188425,7263,,,,,,56462,56462,1524,0,,,,,69008,,,0,306068,13795,,,,,,0,306068,13795
"2020-04-27","MD",1045,990,44,55,4101,4101,1513,139,,535,85489,7405,,,,,,19487,19487,906,0,,,,,23404,1263,,0,107010,4033,,,,,,0,107010,4033
"2020-04-27","ME",51,,1,,161,161,39,2,,16,,0,,,,,7,1023,1023,8,0,,,,,1264,549,,0,23790,421,,,,,,0,23790,421
"2020-04-27","MI",4148,4049,112,191,,,2667,0,,1059,,0,,,140972,,832,44709,42885,920,0,,,,,49184,8342,,0,190156,7399,,,,,,0,190156,7399
"2020-04-27","MN",286,,14,,861,861,292,32,316,122,60503,1342,,,,,,6187,6187,675,0,,,,,,1556,66690,2017,66690,2017,,,,,,0,,0
"2020-04-27","MO",288,,14,,,,679,0,,,63935,1184,,611,65566,,109,7171,7171,174,0,,,35,,8326,,,0,74013,1298,,,647,,,0,74013,1298
"2020-04-27","MP",2,,0,,,,,0,,,51,0,,,,,,14,14,0,0,,,,,,11,,0,65,0,,,,,,0,,0
"2020-04-27","MS",229,,2,,1060,1060,590,59,,142,57368,2491,,,,,71,6094,,183,0,,,,,,,,0,63462,2674,,,,,,0,,0
"2020-04-27","MT",14,,0,,61,61,11,0,,,,0,,,,,,449,,1,0,,,,,,352,,0,13033,171,,,,,,0,13033,171
"2020-04-27","NC",306,,7,,,,473,0,,,,0,,,,,,9142,,312,0,,,,,,,,0,128195,2985,,,,,,0,128195,2985
"2020-04-27","ND",19,,2,,77,77,23,6,,,21492,1642,,,,,,942,942,75,0,,,,,,350,23475,1994,23475,1994,,,,,21497,1869,23831,2034
"2020-04-27","NE",56,,3,,,,,0,,,19335,839,,,21377,,,3028,,296,0,,,,,3364,,,0,24902,1281,,,,,22525,1148,24902,1281
"2020-04-27","NH",60,,0,,246,246,99,4,,,18207,347,,,,,,1938,,74,0,,,,,,798,,0,21676,647,296,,,,,0,21676,647
"2020-04-27","NJ",7407,6044,139,1363,,,6407,0,,1801,116587,2481,,,,,1303,111188,111188,2150,0,,,,,,,,0,227775,4631,,,,,227775,4631,,0
"2020-04-27","NM",104,,5,,481,481,155,69,,,,0,,,,,,2823,,97,0,,,,,,666,,0,58803,2188,,,,,,0,58803,2188
"2020-04-27","NV",245,,10,,,,,0,,,34123,539,,,,,,4690,4690,88,0,,,,,,,44607,499,44607,499,,,,,,0,47821,856
"2020-04-27","NY",17303,,337,,,,12819,0,,4157,,0,,,,,,291996,,3951,0,,,,,,,826095,20745,826095,20745,,,,,,0,,0
"2020-04-27","OH",753,712,25,41,3232,3232,,54,978,,,0,,,,,,16325,15699,362,0,,,,,17454,,,0,123877,4197,,,,,,0,123877,4197
"2020-04-27","OK",197,,2,,656,656,306,3,,150,49891,0,,,,,,3280,3280,27,0,,,,,,2167,,0,53171,27,,,,,,0,,0
"2020-04-27","OR",91,,4,,546,546,249,10,,71,46653,1529,,,52291,,31,2311,,58,0,,,,,6511,,,0,58802,2308,,,,,,0,58802,2308
"2020-04-27","PA",1597,,47,,,,2800,0,,,161372,3944,,,,,629,42050,,885,0,,,,,,,216298,5454,216298,5454,,,,,203422,4829,,0
"2020-04-27","PR",84,,0,,,,140,0,,,9313,0,,,,,,895,895,4,0,494,,,,,,,0,10208,4,,,,,,0,,0
"2020-04-27","RI",233,,7,,718,718,266,27,,81,43915,1169,,,51300,,56,7972,,203,0,,,,,8717,,57989,2625,57989,2625,,,,,51887,1372,60017,1874
"2020-04-27","SC",174,,0,,944,944,,0,,,45271,0,,,,,,5490,5490,0,0,,,,,,3701,,0,50761,0,,,,,,0,52145,1384
"2020-04-27","SD",11,,0,,150,150,61,15,,,14130,68,,,,,,2245,,33,0,,,,,3091,1316,,0,16874,525,,,,,16375,101,16874,525
"2020-04-27","TN",184,,3,,837,837,618,9,,,,0,,,144484,,,9918,,251,0,,,,,9918,4720,,0,154402,6928,,,,,,0,154402,6928
"2020-04-27","TX",663,,15,,,,1563,0,,684,,0,,,,,,25297,25297,666,0,,,,,33166,11170,,0,332148,5635,,,,,,0,332148,5635
"2020-04-27","UT",41,,0,,349,349,,4,,,97910,2073,,,102094,,,4233,,110,0,,,,,4643,1641,,0,106737,2337,,,,,102210,2153,106737,2337
"2020-04-27","VA",458,454,10,4,2014,2014,1455,72,,389,,0,,,,,217,13535,13036,565,0,138,9,,,17974,,98928,3742,98928,3742,2134,27,,,,0,,0
"2020-04-27","VI",4,,0,,,,,0,,,716,16,,,,,,59,,2,0,,,,,,51,,0,775,18,,,,,,0,,0
"2020-04-27","VT",47,,1,,,,33,0,,,12146,221,,,,,,855,855,3,0,,,,,,,,0,16137,571,,,,,13001,224,16137,571
"2020-04-27","WA",749,,11,,,,536,0,,115,,0,,,,,,14311,14311,166,0,,,,,,,202414,5797,202414,5797,,,,,189883,5117,,0
"2020-04-27","WI",281,,9,,1415,1415,335,18,355,124,61311,2076,,,,,,7161,6081,198,0,,,,,,,73875,2248,73875,2248,,,,,,0,,0
"2020-04-27","WV",36,,2,,,,100,0,,38,,0,,,,,20,1063,1063,19,0,,,,,,455,,0,38637,3506,,,,,,0,38637,3506
"2020-04-27","WY",7,,0,,54,54,16,0,,,7797,0,,,9670,,,520,389,18,0,,,,,441,342,,0,10111,581,,,,,,0,10111,581
"2020-04-26","AK",9,,0,,37,37,14,0,,,,0,,,,,,341,,2,0,,,,,,217,,0,16177,445,,,,,,0,16177,445
"2020-04-26","AL",216,,4,,845,845,384,6,288,,67281,2074,,,,170,,6270,6270,133,0,,,,,,,,0,73551,2207,,,,,73551,2207,,0
"2020-04-26","AR",49,,2,,291,291,104,0,,,36528,1304,,,,57,25,2941,2941,112,0,,,,,,985,,0,39469,1416,,,,,,0,39469,1416
"2020-04-26","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-26","AZ",275,,9,,1716,1716,671,44,,308,58285,2057,,,,,200,6526,,246,0,,,,,,,,0,81060,1163,382,,,,64811,2303,81060,1163
"2020-04-26","CA",1710,,59,,,,4928,0,,1473,,0,,,,,,42164,42164,1027,0,,,,,,,,0,526084,20049,,,,,,0,526084,20049
"2020-04-26","CO",680,,8,,2438,2438,1007,28,,,49833,3010,,,,,,13441,11980,473,0,,,,,,,69744,3237,69744,3237,,,,,63274,3483,,0
"2020-04-26","CT",1924,,62,,,,1766,0,,,,0,,,62460,,,25269,,687,0,,,,,30218,,,0,92889,2481,,,,,,0,92889,2481
"2020-04-26","DC",178,,13,,,,402,0,,120,,0,,,,,69,3841,,142,0,,,,,,657,18068,766,18068,766,,,,,,0,,0
"2020-04-26","DE",168,147,13,21,,,317,0,,,15215,1093,,,,,,4034,,458,0,,,,,5464,911,27375,1266,27375,1266,,,,,,0,,0
"2020-04-26","FL",1094,,19,,5155,5155,,110,,,313085,10825,,,,,,30405,,795,0,,,,,,,340916,16900,340916,16900,,,,,,0,,0
"2020-04-26","GA",912,,8,,4359,4359,,33,,,,0,,,,,,23401,,706,0,,,,,19108,,,0,124429,3402,,,,,,0,124429,3402
"2020-04-26","GU",5,,0,,,,2,0,,,1387,79,,,,,,141,137,0,0,,,,,,128,,0,1528,79,,,,,,0,,0
"2020-04-26","HI",14,14,1,,68,68,,1,,,27880,441,,,,,,603,,2,0,,,,,554,482,29182,617,29182,617,,,,,,0,,0
"2020-04-26","IA",118,,6,,,,286,0,,99,30614,1356,,,,,55,5476,5476,384,0,,,,,,1900,,0,36090,1740,,,,,,0,,0
"2020-04-26","ID",56,,2,,169,169,38,1,72,,17611,0,,,,,,1887,1760,17,0,,,,,,938,,0,19498,17,,,,,19498,17,,0
"2020-04-26","IL",1933,,59,,,,4595,0,,1267,,0,,,,,772,43903,,2126,0,,,,,,,,0,214952,13335,,,,,,0,214952,13335
"2020-04-26","IN",813,,28,,,,1446,0,,589,66696,1317,,,,,310,15012,,617,0,,,,,16184,,,0,107168,2745,,,,,,0,107168,2745
"2020-04-26","KS",118,,1,,485,485,,11,,,23053,910,,,,,,3174,,118,0,,,,,,,,0,26227,1028,,,,,,0,,0
"2020-04-26","KY",205,,5,,1266,1266,301,123,605,164,,0,,,,,,3905,,126,0,,,,,,1501,,0,46558,1596,,,,,,0,46558,1596
"2020-04-26","LA",1729,1670,26,59,,,1701,0,,,116263,3773,,,,,265,26773,26773,261,0,,,,,,14927,,0,143036,4034,,,,,,0,,0
"2020-04-26","MA",2899,,22,,5104,5104,3879,139,,1077,181162,7665,,,,,,54938,54938,1590,0,,,,,66238,,,0,292273,6208,,,,,,0,292273,6208
"2020-04-26","MD",1001,950,53,51,3962,3962,1463,202,,530,78084,6727,,,,,,18581,18581,815,0,,,,,22350,1177,,0,102977,4288,,,,,,0,102977,4288
"2020-04-26","ME",50,,0,,159,159,39,3,,19,,0,,,,,7,1015,1015,25,0,,,,,1256,532,,0,23369,409,,,,,,0,23369,409
"2020-04-26","MI",4036,3957,107,190,,,2757,0,,1099,,0,,,134431,,871,43789,42027,526,0,,,,,48326,8342,,0,182757,6094,,,,,,0,182757,6094
"2020-04-26","MN",272,,28,,829,829,285,32,301,115,59161,2179,,,,,,5512,5512,385,0,,,,,,1502,64673,2564,64673,2564,,,,,,0,,0
"2020-04-26","MO",274,,1,,,,679,0,,,62751,2359,,451,64409,,109,6997,6997,171,0,,,31,,8186,,,0,72715,2727,,,483,,,0,72715,2727
"2020-04-26","MP",2,,0,,,,,0,,,51,0,,,,,,14,14,0,0,,,,,,11,,0,65,0,,,,,,0,,0
"2020-04-26","MS",227,,6,,1001,1001,644,5,,146,54877,1638,,,,,67,5911,,193,0,,,,,,,,0,60788,1831,,,,,,0,,0
"2020-04-26","MT",14,,0,,61,61,11,0,,,,0,,,,,,448,,3,0,,,,,,339,,0,12862,365,,,,,,0,12862,365
"2020-04-26","NC",299,,10,,,,451,0,,,,0,,,,,,8830,,207,0,,,,,,,,0,125210,5298,,,,,,0,125210,5298
"2020-04-26","ND",17,,1,,71,71,18,1,,,19850,1303,,,,,,867,867,64,0,,,,,,326,21481,1188,21481,1188,,,,,19628,1145,21797,1195
"2020-04-26","NE",53,,3,,,,,0,,,18496,944,,,20415,,,2732,,311,0,,,,,3047,,,0,23621,1473,,,,,21377,1265,23621,1473
