"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-10-07","MO",2236,,36,,,,1352,0,,,1239364,6808,74942,,1800597,,,135651,135651,1068,0,3953,3503,,,154257,,,0,1958461,11857,79027,16095,67984,11596,1375015,7876,1958461,11857
"2020-10-07","MP",2,2,0,,4,4,,0,,,15121,0,,,,,,75,75,0,0,,,,,,29,,0,15196,0,,,,,15196,0,20709,0
"2020-10-07","MS",3051,2794,38,257,6053,6053,571,0,,127,704655,0,,,,,62,102241,93422,1538,0,,,,,,90577,,0,806896,1538,40048,66989,,,,0,796968,0
"2020-10-07","MT",193,,1,,820,820,235,47,,,,0,,,,,,16063,,716,0,,,,,,10518,,0,376176,3456,,,,,,0,376176,3456
"2020-10-07","NC",3693,3661,23,32,,,1028,0,,288,,0,,,,,,222969,216943,1711,0,,,,,,,,0,3227198,16888,,5101,,,,0,3227198,16888
"2020-10-07","ND",308,,24,,995,995,116,27,235,27,226816,1093,9639,,,,,24798,24787,490,0,485,,,,,20847,654648,6242,654648,6242,10124,49,,,251673,1586,679564,6561
"2020-10-07","NE",507,,4,,2436,2436,262,29,,,437237,4483,,,615248,,,48757,,498,0,,,,,58518,35052,,0,675015,11417,,,,,486306,4978,675015,11417
"2020-10-07","NH",448,,2,,745,745,18,2,236,,276594,1657,,,,,,8800,8534,69,0,,,,,,7845,,0,476514,7122,32113,,31327,,285128,1657,476514,7122
"2020-10-07","NJ",16152,14364,5,1787,23639,23639,601,62,,134,3571960,22615,,,,,46,215677,209850,620,0,,,,,,,,0,3787637,23235,,,,,,0,3781810,23752
"2020-10-07","NM",896,,2,,3625,3625,109,16,,,,0,,,,,,31372,,425,0,,,,,,17766,,0,965319,4385,,,,,,0,965319,4385
"2020-10-07","NV",1636,,7,,,,495,0,,137,637162,1346,,,,,67,83347,83347,431,0,,,,,,,1074720,11026,1074720,11026,,,,,718853,1414,1093978,1066
"2020-10-07","NY",25545,,9,,,,748,0,,176,,0,,,,,72,468268,,1360,0,,,,,,,11501629,108246,11501629,108246,,,,,,0,,0
"2020-10-07","OH",4970,4661,23,309,16091,16091,814,119,3384,222,,0,,,,,107,162723,153281,1424,0,,,,,174116,139831,,0,3455487,27042,,,,,,0,3455487,27042
"2020-10-07","OK",1075,,9,,6929,6929,738,113,,258,1196271,9556,,,1196271,,,94352,94352,1006,0,4185,,,,105881,80211,,0,1290623,10562,80939,,,,,0,1305146,10614
"2020-10-07","OR",581,,9,,2680,2680,178,23,,55,678058,4095,,,1081833,,18,35340,,291,0,,,,,59844,5870,,0,1141677,8578,,,,,711633,4341,1141677,8578
"2020-10-07","PA",8272,,28,,,,657,0,,,1967542,15550,,,,,80,166552,160772,1309,0,,,,,,134907,3261613,43137,3261613,43137,,,,,2128314,16732,,0
"2020-10-07","PR",705,528,9,177,,,325,0,,51,305972,0,,,395291,,36,25658,25658,23,0,26110,,,,20103,22346,,0,331630,23,,,,,,0,415664,0
"2020-10-07","RI",1126,,1,,2873,2873,107,24,,10,331574,3089,,,802615,,5,25776,,180,0,,,,,35867,,838482,10468,838482,10468,,,,,357350,3269,,0
"2020-10-07","SC",3502,3300,31,202,9392,9392,707,61,,183,1256891,6725,65678,,1211792,,93,153705,148334,735,0,7422,11623,,,193433,75768,,0,1410596,7460,73100,60381,,,,0,1405225,7259
"2020-10-07","SD",258,,10,,1697,1697,273,27,,,182874,6273,,,,,,25906,25433,1030,0,,,,,31319,21137,,0,297689,3169,,,,,208780,7303,297689,3169
"2020-10-07","TN",2642,2530,21,112,9035,9035,1155,59,,319,,0,,,2810943,,151,207455,198405,2080,0,,,,,242550,188576,,0,3053493,21963,,,,,,0,3053493,21963
"2020-10-07","TX",16230,,119,,,,3519,0,,1052,,0,,,,,,777556,777556,4121,0,38678,20019,,,847282,692123,,0,6941652,68904,422880,246334,,,,0,6941652,68904
"2020-10-07","UT",496,,8,,4113,4113,233,55,941,87,781828,4207,,,1042333,371,,80446,,1007,0,,2507,,2371,87486,59289,,0,1129819,12188,,40491,,21669,859771,4859,1129819,12188
"2020-10-07","VA",3303,3088,12,215,11345,11345,1003,29,,228,,0,,,,,109,153691,145462,509,0,10082,4128,,,174072,,2170313,16145,2170313,16145,144775,68577,,,,0,,0
"2020-10-07","VI",20,,0,,,,,0,,,20273,118,,,,,,1321,,-1,0,,,,,,1286,,0,21594,117,,,,,21630,123,,0
"2020-10-07","VT",58,58,0,,,,1,0,,,164900,558,,,,,,1832,1827,7,0,,,,,,1635,,0,307410,1320,,,,,166727,564,307410,1320
"2020-10-07","WA",2165,2165,7,,7673,7673,355,51,,68,,0,,,,,31,93759,92284,906,0,,,,,,,1961067,9660,1961067,9660,,,,,,0,,0
"2020-10-07","WI",1426,1415,16,11,7951,7951,873,141,1233,219,1493304,11188,,,,,,146193,138698,2463,0,,,,,,111765,2538419,27346,2538419,27346,,,,,1632002,13507,,0
"2020-10-07","WV",369,364,5,5,,,168,0,,62,,0,,,,,28,17139,16596,203,0,,,,,,12443,,0,598027,3784,17671,,,,,0,598027,3784
"2020-10-07","WY",53,,0,,305,305,47,1,,,100946,1034,,,195701,,,6899,5866,129,0,,,,,7002,5504,,0,202703,4195,,,,,106812,1149,202703,4195
"2020-10-06","AK",58,58,0,,328,328,45,3,,,,0,,,470291,,6,8790,,147,0,,,,,8790,5455,,0,479374,0,,,,,,0,479374,0
"2020-10-06","AL",2580,2436,21,144,17699,17699,764,0,1862,,1031293,4702,,,,1056,,160477,141554,764,0,,,,,,67948,,0,1172847,5334,,,59331,,1172847,5334,,0
"2020-10-06","AR",1447,1299,0,148,5658,5658,523,72,,237,1003441,7995,,,1003441,701,99,88071,84230,641,0,,,,4228,,79052,,0,1087671,8527,,,,23346,,0,1087671,8527
"2020-10-06","AS",0,,0,,,,,0,,,1616,0,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
"2020-10-06","AZ",5713,5427,6,286,19987,19987,665,-2316,,138,1294273,7733,,,,,65,221934,217154,864,0,,,,,,,,0,2297490,23800,364637,,297900,,1511427,8554,2297490,23800
"2020-10-06","CA",16177,,28,,,,3175,0,,809,,0,,,,,,828461,828461,1677,0,,,,,,,,0,15430421,128740,,,,,,0,15430421,128740
"2020-10-06","CO",2081,1718,12,363,7721,7721,343,28,,,896400,7316,159182,,,,,74191,69049,654,0,12017,,,,,,1459332,15070,1459332,15070,171199,,,,965449,7916,,0
"2020-10-06","CT",4521,3623,4,898,11699,11699,129,0,,,,0,,,1873100,,,59241,56829,121,0,,,,,72946,9408,,0,1948435,34209,,,,,,0,1948435,34209
"2020-10-06","DC",631,,0,,,,105,0,,30,,0,,,,,15,15652,,105,0,,,,,,12350,410029,8461,410029,8461,,,,,222724,2812,,0
"2020-10-06","DE",646,566,1,80,,,87,0,,20,276047,1575,,,,,,21466,20392,103,0,,,,,23951,10990,452026,3681,452026,3681,,,,,297513,1678,,0
"2020-10-06","FL",14945,,59,,45519,45519,2151,237,,,4713453,18644,478794,467286,6764112,,,711358,692335,2201,0,49819,,48639,,927148,,8350705,42993,8350705,42993,528773,,516042,,5419343,20855,7734181,35706
"2020-10-06","GA",7229,,37,,29154,29154,1779,167,5405,,,0,,,,,,324650,324650,936,0,25968,,,,304401,,,0,3044792,12035,306996,,,,,0,3044792,12035
"2020-10-06","GU",55,,0,,,,42,0,,14,50198,586,,,,,,2814,2814,61,0,3,4,,,,1922,,0,53012,647,191,7,,,,0,53007,646
"2020-10-06","HI",157,157,1,,889,889,128,0,,39,293987,866,,,,,29,13041,12854,50,0,,,,,12819,10470,433154,1750,433154,1750,,,,,306841,916,438212,1750
"2020-10-06","IA",1400,,11,,,,413,0,,104,700909,2355,,57083,,,43,89934,89934,474,0,,,3515,3629,,72273,,0,790843,2829,,,60637,35866,792418,2842,,0
"2020-10-06","ID",487,447,5,40,1911,1911,151,8,466,36,279814,1369,,,,,,44422,40131,458,0,,,,,,23115,,0,319945,1778,,,,,319945,1778,,0
"2020-10-06","IL",9085,8836,31,249,,,1673,0,,384,,0,,,,,159,307750,305011,1617,0,,,,,,,,0,5974469,49513,,,,,,0,5974469,49513
"2020-10-06","IN",3711,3484,30,227,13324,13324,1138,85,2658,333,1305273,6074,,,,,103,126946,,970,0,,,,,129432,,,0,2258611,31776,,,,,1432219,7044,2258611,31776
"2020-10-06","KS",706,,0,,3036,3036,352,0,827,103,478398,0,,,,261,33,62708,,0,0,,,,,,,,0,541106,0,,,,,541106,0,,0
"2020-10-06","KY",1218,1206,4,12,5622,5622,592,65,1545,150,,0,,,,,,74194,64350,1036,0,,,,,,12751,,0,1465910,12132,58880,27877,,,,0,1465910,12132
"2020-10-06","LA",5592,5402,6,190,,,567,0,,,2233311,12228,,,,,71,170469,169044,532,0,,,,,,154163,,0,2403780,12760,,,,,,0,2402355,12760
"2020-10-06","MA",9538,9323,8,215,12775,12775,494,20,,85,2197297,12331,,,,,31,135957,133359,495,0,,,,,174382,113768,,0,4416428,45378,,,121620,141849,2330656,12785,4416428,45378
"2020-10-06","MD",3967,3823,6,144,15791,15791,360,46,,88,1547023,6497,,123287,,,,128204,128204,413,0,,,11906,,153621,7661,,0,2752546,17746,,,135193,,1675227,6910,2752546,17746
"2020-10-06","ME",142,141,0,1,457,457,7,3,,1,,0,9952,,,,0,5565,4983,20,0,528,,,,5997,4839,,0,459241,2478,10494,,,,,0,459241,2478
"2020-10-06","MI",7161,6838,22,323,,,678,0,,158,,0,,,3701084,,75,143878,129826,1152,0,,,,,179886,99521,,0,3880970,25864,300923,,,,,0,3880970,25864
"2020-10-06","MN",2140,2087,4,53,8020,8020,367,80,2212,123,1396996,7618,,,,,,105740,105740,941,0,,,,,,95614,2182970,13184,2182970,13184,,,,,1502736,8559,,0
"2020-10-06","MO",2200,,26,,,,1249,0,,,1232556,7306,74665,,1789896,,,134583,134583,1165,0,3912,3369,,,153132,,,0,1946604,16518,78709,15458,67764,11216,1367139,8471,1946604,16518
"2020-10-06","MP",2,2,0,,4,4,,0,,,15121,0,,,,,,75,75,0,0,,,,,,29,,0,15196,0,,,,,15196,0,20709,0
"2020-10-06","MS",3013,2765,0,248,6053,6053,554,0,,128,704655,0,,,,,64,100703,92313,0,0,,,,,,90577,,0,805358,0,40048,66989,,,,0,796968,0
"2020-10-06","MT",192,,2,,773,773,216,19,,,,0,,,,,,15347,,500,0,,,,,,10172,,0,372720,2745,,,,,,0,372720,2745
"2020-10-06","NC",3670,3639,33,31,,,1013,0,,290,,0,,,,,,221258,215477,1504,0,,,,,,,,0,3210310,17794,,4508,,,,0,3210310,17794
"2020-10-06","ND",284,,4,,968,968,116,29,233,27,225723,933,9487,,,,,24308,24297,502,0,471,,,,,20392,648406,5737,648406,5737,9958,49,,,250087,1435,673003,6072
"2020-10-06","NE",503,,2,,2407,2407,271,10,,,432754,3609,,,604432,,,48259,,452,0,,,,,57938,34830,,0,663598,8067,,,,,481328,4062,663598,8067
"2020-10-06","NH",446,,2,,743,743,20,0,236,,274937,750,,,,,,8731,8534,51,0,,,,,,7785,,0,469392,3514,32059,,31302,,283471,812,469392,3514
"2020-10-06","NJ",16147,14360,9,1787,23577,23577,553,0,,126,3549345,0,,,,,43,215057,209342,720,0,,,,,,,,0,3764402,720,,,,,,0,3758058,0
"2020-10-06","NM",894,,0,,3609,3609,110,28,,,,0,,,,,,30947,,315,0,,,,,,17489,,0,960934,6338,,,,,,0,960934,6338
"2020-10-06","NV",1629,,6,,,,485,0,,125,635816,1689,,,,,69,82916,82916,479,0,,,,,,,1063694,7635,1063694,7635,,,,,717439,1983,1092912,3855
"2020-10-06","NY",25536,,9,,,,705,0,,158,,0,,,,,72,466908,,1393,0,,,,,,,11393383,96359,11393383,96359,,,,,,0,,0
"2020-10-06","OH",4947,4638,16,309,15972,15972,777,132,3367,207,,0,,,,,103,161299,151983,1335,0,,,,,173121,138807,,0,3428445,33046,,,,,,0,3428445,33046
"2020-10-06","OK",1066,,11,,6816,6816,699,142,,228,1186715,29641,,,1186715,,,93346,93346,1364,0,4185,,,,104865,79219,,0,1280061,31005,80939,,,,,0,1294532,32219
"2020-10-06","OR",572,,0,,2657,2657,184,39,,43,673963,3297,,,1073541,,18,35049,,279,0,,,,,59558,5826,,0,1133099,5690,,,,,707292,11676,1133099,5690
"2020-10-06","PA",8244,,17,,,,633,0,,,1951992,11040,,,,,74,165243,159590,1036,0,,,,,,135499,3218476,26056,3218476,26056,,,,,2111582,11967,,0
"2020-10-06","PR",696,519,1,177,,,322,0,,61,305972,0,,,395291,,33,25635,25635,238,0,26102,,,,20103,,,0,331607,238,,,,,,0,415664,0
"2020-10-06","RI",1125,,4,,2849,2849,93,14,,8,328485,2643,,,792349,,4,25596,,177,0,,,,,35665,,828014,7709,828014,7709,,,,,354081,2820,,0
"2020-10-06","SC",3471,3275,15,196,9331,9331,655,48,,167,1250166,13219,65534,,1205239,,87,152970,147800,811,0,7359,11303,,,192727,74949,,0,1403136,14030,72893,58125,,,,0,1397966,13903
"2020-10-06","SD",248,,0,,1670,1670,250,28,,,176601,756,,,,,,24876,,278,0,,,,,30918,20449,,0,294520,1902,,,,,201477,1034,294520,1902
"2020-10-06","TN",2621,2511,24,110,8976,8976,1115,53,,302,,0,,,2790974,,143,205375,196623,1676,0,,,,,240556,187026,,0,3031530,25345,,,,,,0,3031530,25345
"2020-10-06","TX",16111,,78,,,,3394,0,,1080,,0,,,,,,773435,773435,4132,0,38448,19665,,,843046,687277,,0,6872748,69861,421087,238557,,,,0,6872748,69861
"2020-10-06","UT",488,,6,,4058,4058,245,39,937,79,777621,1932,,,1031373,370,,79439,,716,0,,2371,,2242,86258,58534,,0,1117631,10769,,38427,,20689,854912,2250,1117631,10769
"2020-10-06","VA",3291,3077,15,214,11316,11316,926,57,,219,,0,,,,,104,153182,144987,625,0,10052,3982,,,173202,,2154168,14177,2154168,14177,144482,62702,,,,0,,0
"2020-10-06","VI",20,,0,,,,,0,,,20155,0,,,,,,1322,,0,0,,,,,,1283,,0,21477,0,,,,,21507,0,,0
"2020-10-06","VT",58,58,0,,,,1,0,,,164342,481,,,,,,1825,1821,4,0,,,,,,1632,,0,306090,902,,,,,166163,485,306090,902
"2020-10-06","WA",2158,2158,16,,7622,7622,347,-6,,64,,0,,,,,31,92853,91424,252,0,,,,,,,1951407,15508,1951407,15508,,,,,,0,,0
"2020-10-06","WI",1410,1399,18,11,7810,7810,853,108,1225,261,1482116,9539,,,,,,143730,136379,2075,0,,,,,,110110,2511073,23124,2511073,23124,,,,,1618495,11559,,0
"2020-10-06","WV",364,359,3,5,,,168,0,,65,,0,,,,,35,16936,16423,194,0,,,,,,12242,,0,594243,3148,17644,,,,,0,594243,3148
"2020-10-06","WY",53,,0,,304,304,44,10,,,99912,379,,,191790,,,6770,5751,141,0,,,,,6718,5418,,0,198508,5935,,,,,105663,470,198508,5935
"2020-10-05","AK",58,58,0,,325,325,45,1,,,,0,,,470291,,6,8643,,196,0,,,,,8790,5455,,0,479374,2556,,,,,,0,479374,2556
"2020-10-05","AL",2559,2417,1,142,17699,17699,791,279,1847,,1026591,4518,,,,1047,,159713,140922,544,0,,,,,,67948,,0,1167513,4995,,,59283,,1167513,4995,,0
"2020-10-05","AR",1447,1299,22,148,5586,5586,516,36,,233,995446,6409,,,995446,696,93,87430,83698,417,0,,,,4109,,79052,,0,1079144,6801,,,,22028,,0,1079144,6801
"2020-10-05","AS",0,,0,,,,,0,,,1616,0,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
"2020-10-05","AZ",5707,5423,1,284,22303,22303,567,9,,134,1286540,6436,,,,,57,221070,216333,316,0,,,,,,,,0,2273690,7473,364033,,297329,,1502873,6742,2273690,7473
"2020-10-05","CA",16149,,29,,,,3146,0,,805,,0,,,,,,826784,826784,3055,0,,,,,,,,0,15301681,141394,,,,,,0,15301681,141394
"2020-10-05","CO",2069,1707,1,362,7693,7693,325,20,,,889084,6341,158899,,,,,73537,68449,461,0,11998,,,,,,1444262,13722,1444262,13722,170897,,,,957533,6774,,0
"2020-10-05","CT",4517,3619,4,898,11699,11699,129,0,,,,0,,,1839324,,,59120,56707,823,0,,,,,72526,9408,,0,1914226,7799,,,,,,0,1914226,7799
"2020-10-05","DC",631,,0,,,,95,0,,28,,0,,,,,12,15547,,28,0,,,,,,12306,401568,1743,401568,1743,,,,,219912,523,,0
"2020-10-05","DE",645,565,0,80,,,81,0,,20,274472,1626,,,,,,21363,20287,120,0,,,,,23850,10880,448345,5425,448345,5425,,,,,295835,1746,,0
"2020-10-05","FL",14886,,41,,45282,45282,2118,67,,,4694809,14394,478794,467286,6731612,,,709157,690604,1406,0,49819,,48639,,924053,,8307712,35365,8307712,35365,528773,,516042,,5398488,36162,7698475,29364
"2020-10-05","GA",7192,,30,,28987,28987,1822,29,5370,,,0,,,,,,323714,323714,789,0,25963,,,,303602,,,0,3032757,14139,306927,,,,,0,3032757,14139
"2020-10-05","GU",55,,3,,,,33,0,,13,49612,555,,,,,,2753,2751,54,0,3,2,,,,1895,,0,52365,609,189,2,,,,0,52361,1247
"2020-10-05","HI",156,156,3,,889,889,128,4,,39,293121,1893,,,,,29,12991,12804,70,0,,,,,12770,10446,431404,3561,431404,3561,,,,,305925,1963,436462,3751
"2020-10-05","IA",1389,,7,,,,389,0,,99,698554,2083,,56852,,,43,89460,89460,364,0,,,3497,3526,,71920,,0,788014,2447,,,60388,34953,789576,2449,,0
"2020-10-05","ID",482,442,2,40,1903,1903,152,3,466,49,278445,1569,,,,,,43964,39722,262,0,,,,,,22930,,0,318167,1797,,,,,318167,1797,,0
"2020-10-05","IL",9054,8805,14,249,,,1631,0,,382,,0,,,,,155,306133,303394,1853,0,,,,,,,,0,5924956,38538,,,,,,0,5924956,38538
"2020-10-05","IN",3681,3454,7,227,13239,13239,1019,91,2640,308,1299199,6282,,,,,103,125976,,830,0,,,,,127617,,,0,2226835,6242,,,,,1425175,7112,2226835,6242
"2020-10-05","KS",706,,8,,3036,3036,352,53,827,103,478398,8392,,,,261,33,62708,,1597,0,,,,,,,,0,541106,9989,,,,,541106,9989,,0
"2020-10-05","KY",1214,1202,5,12,5557,5557,563,195,1540,145,,0,,,,,,73158,63658,541,0,,,,,,12445,,0,1453778,19254,58800,27129,,,,0,1453778,19254
"2020-10-05","LA",5586,5396,9,190,,,547,0,,,2221083,7132,,,,,71,169937,168512,218,0,,,,,,154163,,0,2391020,7350,,,,,,0,2389595,7350
"2020-10-05","MA",9530,9315,20,215,12755,12755,473,6,,88,2184966,10800,,,,,33,135462,132905,515,0,,,,,173830,113768,,0,4371050,36549,,,121464,139854,2317871,11265,4371050,36549
"2020-10-05","MD",3961,3817,3,144,15745,15745,338,40,,85,1540526,7969,,123287,,,,127791,127791,501,0,,,11906,,153142,7657,,0,2734800,19570,,,135193,,1668317,8470,2734800,19570
"2020-10-05","ME",142,141,0,1,454,454,10,0,,1,,0,9945,,,,1,5545,4963,26,0,528,,,,5984,4807,,0,456763,4236,10487,,,,,0,456763,4236
"2020-10-05","MI",7139,6816,15,323,,,678,0,,158,,0,,,3676101,,67,142726,128923,1455,0,,,,,179005,99521,,0,3855106,55071,299146,,,,,0,3855106,55071
"2020-10-05","MN",2136,2083,3,53,7940,7940,367,53,2189,123,1389378,12985,,,,,,104799,104799,973,0,,,,,,94416,2169786,23375,2169786,23375,,,,,1494177,13958,,0
"2020-10-05","MO",2174,,1,,,,1201,0,,,1225250,6936,74599,,1774689,,,133418,133418,987,0,3893,3311,,,151860,,,0,1930086,13339,78620,15027,67695,10968,1358668,7923,1930086,13339
"2020-10-05","MP",2,2,0,,4,4,,0,,,15121,9,,,,,,75,75,2,0,,,,,,29,,0,15196,11,,,,,15196,14,20709,290
"2020-10-05","MS",3013,2765,0,248,6053,6053,554,78,,128,704655,65812,,,,,64,100703,92313,215,0,,,,,,90577,,0,805358,66027,40048,66989,,,,0,796968,68449
"2020-10-05","MT",190,,3,,754,754,201,10,,,,0,,,,,,14847,,212,0,,,,,,9649,,0,369975,12562,,,,,,0,369975,12562
"2020-10-05","NC",3637,3606,3,31,,,971,0,,274,,0,,,,,,219754,214209,2258,0,,,,,,,,0,3192516,26698,,4175,,,,0,3192516,26698
"2020-10-05","ND",280,,3,,939,939,112,14,226,24,224790,748,9487,,,,,23806,23795,311,0,471,,,,,19892,642669,4349,642669,4349,9958,49,,,248652,1060,666931,4647
"2020-10-05","NE",501,,4,,2397,2397,249,9,,,429145,3195,,,596884,,,47807,,404,0,,,,,57437,34613,,0,655531,5663,,,,,477266,3600,655531,5663
"2020-10-05","NH",444,,1,,743,743,22,0,236,,274187,3066,,,,,,8680,8472,35,0,,,,,,7746,,0,465878,0,32043,,31281,,282659,3095,465878,0
"2020-10-05","NJ",16138,14351,2,1787,23577,23577,507,17,,102,3549345,23453,,,,,34,214337,208713,579,0,,,,,,,,0,3763682,24032,,,,,,0,3758058,23964
"2020-10-05","NM",894,,2,,3581,3581,97,20,,,,0,,,,,,30632,,155,0,,,,,,17330,,0,954596,6651,,,,,,0,954596,6651
"2020-10-05","NV",1623,,0,,,,441,0,,114,634127,2838,,,,,64,82437,82437,337,0,,,,,,,1056059,2385,1056059,2385,,,,,715456,3252,1089057,6736
"2020-10-05","NY",25527,,8,,,,636,0,,149,,0,,,,,70,465515,,933,0,,,,,,,11297024,76404,11297024,76404,,,,,,0,,0
"2020-10-05","OH",4931,4622,6,309,15840,15840,657,73,3331,189,,0,,,,,90,159964,150761,1057,0,,,,,172123,137633,,0,3395399,35071,,,,,,0,3395399,35071
"2020-10-05","OK",1055,,3,,6674,6674,655,104,,228,1157074,0,,,1157074,,,91982,91982,665,0,4185,,,,102465,78155,,0,1249056,665,80939,,,,,0,1262313,0
"2020-10-05","OR",572,,1,,2618,2618,176,0,,48,670666,3274,,,1068089,,17,34770,,259,0,,,,,59320,5752,,0,1127409,6793,,,,,695616,0,1127409,6793
"2020-10-05","PA",8227,,11,,,,594,0,,,1940952,9317,,,,,75,164207,158663,672,0,,,,,,134649,3192420,20902,3192420,20902,,,,,2099615,9979,,0
"2020-10-05","PR",695,518,9,177,,,321,0,,56,305972,0,,,395291,,41,25397,25397,363,0,25908,,,,20103,,,0,331369,363,,,,,,0,415664,0
"2020-10-05","RI",1121,,1,,2835,2835,92,0,,7,325842,641,,,784802,,4,25419,,50,0,,,,,35503,,820305,1553,820305,1553,,,,,351261,691,,0
"2020-10-05","SC",3456,3258,3,198,9283,9283,593,24,,150,1236947,10443,65332,,1192640,,72,152159,147116,577,0,7320,11062,,,191423,74272,,0,1389106,11020,72652,55266,,,,0,1384063,10983
"2020-10-05","SD",248,,0,,1642,1642,241,10,,,175845,488,,,,,,24598,,180,0,,,,,30682,20076,,0,292618,2734,,,,,200443,668,292618,2734
"2020-10-05","TN",2597,2489,20,108,8923,8923,975,40,,269,,0,,,2767483,,122,203699,195220,2489,0,,,,,238702,185221,,0,3006185,44101,,,,,,0,3006185,44101
"2020-10-05","TX",16033,,8,,,,3318,0,,1107,,0,,,,,,769303,769303,3409,0,38354,19234,,,838058,683700,,0,6802887,20124,420372,229474,,,,0,6802887,20124
"2020-10-05","UT",482,,4,,4019,4019,222,39,928,74,775689,3477,,,1021751,366,,78723,,1105,0,,2330,,2202,85111,57965,,0,1106862,7533,,37827,,20437,852662,3904,1106862,7533
"2020-10-05","VA",3276,3063,3,213,11259,11259,925,38,,213,,0,,,,,101,152557,144439,687,0,10036,3808,,,172487,,2139991,26113,2139991,26113,144360,57839,,,,0,,0
"2020-10-05","VI",20,,0,,,,,0,,,20155,243,,,,,,1322,,-5,0,,,,,,1283,,0,21477,238,,,,,21507,238,,0
"2020-10-05","VT",58,58,0,,,,1,0,,,163861,892,,,,,,1821,1817,33,0,,,,,,1625,,0,305188,4538,,,,,165678,925,305188,4538
"2020-10-05","WA",2142,2142,0,,7628,7628,367,17,,78,,0,,,,,29,92601,91178,403,0,,,,,,,1935899,12943,1935899,12943,,,,,,0,,0
"2020-10-05","WI",1392,1381,4,11,7702,7702,782,56,1212,209,1472577,6864,,,,,,141655,134359,1727,0,,,,,,108371,2487949,21775,2487949,21775,,,,,1606936,8560,,0
"2020-10-05","WV",361,353,3,5,,,165,0,,60,,0,,,,,28,16742,16251,114,0,,,,,,12051,,0,591095,6440,17545,,,,,0,591095,6440
"2020-10-05","WY",53,,0,,294,294,36,12,,,99533,2469,,,186140,,,6629,5660,125,0,,,,,6433,5272,,0,192573,6539,,,,,105193,2840,192573,6539
"2020-10-04","AK",58,58,0,,324,324,51,2,,,,0,,,467883,,6,8447,,141,0,,,,,8642,5281,,0,476818,3562,,,,,,0,476818,3562
"2020-10-04","AL",2558,2416,0,142,17420,17420,757,0,1845,,1022073,5754,,,,1046,,159169,140445,789,0,,,,,,67948,,0,1162518,6473,,,59243,,1162518,6473,,0
"2020-10-04","AR",1425,1278,18,147,5550,5550,499,23,,228,989037,7150,,,989037,691,88,87013,83306,488,0,,,,4083,,78358,,0,1072343,7605,,,,21860,,0,1072343,7605
"2020-10-04","AS",0,,0,,,,,0,,,1616,0,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
"2020-10-04","AZ",5706,5422,1,284,22294,22294,545,14,,133,1280104,7647,,,,,59,220754,216027,355,0,,,,,,,,0,2266217,10587,362622,,296568,,1496131,7986,2266217,10587
"2020-10-04","CA",16120,,46,,,,3129,0,,787,,0,,,,,,823729,823729,4293,0,,,,,,,,0,15160287,161399,,,,,,0,15160287,161399
"2020-10-04","CO",2068,1706,8,362,7673,7673,303,7,,,882743,7903,158572,,,,,73076,68016,521,0,11967,,,,,,1430540,16204,1430540,16204,170539,,,,950759,8420,,0
"2020-10-04","CT",4513,3614,0,899,11699,11699,110,0,,,,0,,,1831677,,,58297,55862,0,0,,,,,72382,9408,,0,1906427,9772,,,,,,0,1906427,9772
"2020-10-04","DC",631,,2,,,,95,0,,29,,0,,,,,15,15519,,46,0,,,,,,12299,399825,2276,399825,2276,,,,,219389,756,,0
"2020-10-04","DE",645,565,0,80,,,82,0,,20,272846,1513,,,,,,21243,20167,118,0,,,,,23695,10806,442920,4602,442920,4602,,,,,294089,1631,,0
"2020-10-04","FL",14845,,42,,45215,45215,2040,64,,,4680415,18547,478794,467286,6704124,,,707751,689253,1786,0,49819,,48639,,922273,,8272347,49430,8272347,49430,528773,,516042,,5362326,-190,7669111,33650
"2020-10-04","GA",7162,,28,,28958,28958,1764,34,5363,,,0,,,,,,322925,322925,847,0,25887,,,,302744,,,0,3018618,17237,306554,,,,,0,3018618,17237
"2020-10-04","GU",52,,1,,,,29,0,,12,49057,0,,,,,,2699,2697,0,0,3,2,,,,1887,,0,51756,0,184,2,,,,0,51114,0
"2020-10-04","HI",153,153,11,,885,885,128,5,,39,291228,1803,,,,,29,12921,12734,133,0,,,,,12696,10415,427843,4982,427843,4982,,,,,303962,1936,432711,4965
"2020-10-04","IA",1382,,5,,,,392,0,,104,696471,3632,,56820,,,39,89096,89096,626,0,,,3488,3502,,71600,,0,785567,4258,,,60347,34814,787127,4271,,0
